epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
62,3165.32,0.55407,0.56328,1.07629,0.83648,0.78044,0.8328,0.67163,0.72212,0.74402,1.23139,0.000208349,0.000208349,0.000208349
63,3214.27,0.55246,0.56319,1.0733,0.85301,0.75661,0.84417,0.67913,0.72225,0.74205,1.22951,0.000203141,0.000203141,0.000203141
64,3263.02,0.54383,0.55207,1.06939,0.82287,0.78873,0.83011,0.6687,0.71159,0.75084,1.22863,0.000197934,0.000197934,0.000197934
65,3311.95,0.53803,0.54612,1.06749,0.84343,0.77666,0.83046,0.67199,0.71176,0.75785,1.22058,0.000192726,0.000192726,0.000192726
66,3361.05,0.54215,0.54346,1.06806,0.85608,0.76961,0.84567,0.68209,0.70871,0.73935,1.22361,0.000187519,0.000187519,0.000187519
67,3410.03,0.54488,0.55384,1.07406,0.87152,0.77273,0.86245,0.69413,0.71355,0.72029,1.22644,0.000182312,0.000182312,0.000182312
68,3458.98,0.51944,0.52806,1.0581,0.82458,0.79828,0.855,0.69807,0.69698,0.71349,1.20393,0.000177104,0.000177104,0.000177104
69,3508.38,0.52647,0.52202,1.05996,0.83749,0.79275,0.8466,0.6842,0.70291,0.73556,1.21063,0.000171897,0.000171897,0.000171897
70,3555.97,0.52795,0.52606,1.06083,0.85984,0.77969,0.84845,0.68909,0.70275,0.70829,1.21285,0.000166689,0.000166689,0.000166689
71,3604.2,0.52082,0.51536,1.05205,0.83881,0.7895,0.8449,0.68578,0.71137,0.71745,1.21392,0.000161482,0.000161482,0.000161482
72,3652.38,0.5342,0.52563,1.05834,0.84558,0.77451,0.84767,0.6923,0.70558,0.7239,1.21302,0.000156275,0.000156275,0.000156275
73,3701.31,0.52576,0.5099,1.0582,0.86828,0.76174,0.84846,0.69041,0.69898,0.74653,1.2054,0.000151067,0.000151067,0.000151067
74,3750.04,0.5192,0.50185,1.05147,0.86605,0.76557,0.84954,0.69158,0.70524,0.71915,1.21723,0.00014586,0.00014586,0.00014586
75,3799.35,0.51875,0.52129,1.0519,0.8616,0.76983,0.84694,0.68957,0.70837,0.72051,1.22333,0.000140652,0.000140652,0.000140652
76,3847.46,0.52143,0.51051,1.0567,0.85248,0.78199,0.85219,0.69531,0.70158,0.70996,1.21391,0.000135445,0.000135445,0.000135445
77,3896.09,0.51246,0.49896,1.0539,0.86073,0.77906,0.84828,0.68686,0.70599,0.70358,1.22354,0.000130238,0.000130238,0.000130238
78,3944.33,0.50372,0.49419,1.04603,0.84441,0.77591,0.84703,0.69316,0.68774,0.7208,1.20255,0.00012503,0.00012503,0.00012503
